Frame Rate:,29.9700000000
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
68,00:00:02.269,8.585286458333334,9.75454742739899,6.694168244949495,9.307143702651516
69,00:00:02.302,6.699919113005051,7.092753708964646,5.639766808712121,7.367236821338384
70,00:00:02.336,7.14084859006734,7.515457307449495,5.979837436868687,7.927251025883838
71,00:00:02.369,6.381684685395623,6.68774660669192,5.370018544823233,7.087288904671717
72,00:00:02.402,12.20178345959596,16.303888494318183,8.06277619949495,12.238685684974747
73,00:00:02.436,6.156591961279461,6.585069444444445,5.041854087752525,6.842852351641414
74,00:00:02.469,6.292547874579125,6.263306897095959,5.366122159090909,7.248214567550505
75,00:00:02.503,6.270044191919191,6.365954466540404,5.253738557449495,7.1904395517676765
76,00:00:02.536,6.627515388257575,6.730754813762626,5.559432212752525,7.592359138257576
77,00:00:02.569,6.514342645202021,6.945874763257576,5.414920691287879,7.182232481060606
78,00:00:02.603,7.130172164351852,8.00940064709596,5.7432232481060606,7.6378925978535355
79,00:00:02.636,6.5245554503367,6.96484375,5.499210858585859,7.109611742424242
80,00:00:02.669,7.541173453282828,7.9645774147727275,6.278606376262626,8.380336568813131
81,00:00:02.703,6.757210779671717,6.772312973484849,5.839607007575758,7.659712357954546
82,00:00:02.736,8.179519807449495,9.279947916666666,6.59695588699495,8.661655618686869
83,00:00:02.769,6.863337147516835,7.394846906565657,5.7843769728535355,7.410787563131313
84,00:00:02.803,11.439910169402358,14.644136679292929,7.89651396780303,11.77907986111111
85,00:00:02.836,6.218625052609428,6.9057271938131315,4.924252288510101,6.82589567550505
86,00:00:02.870,5.462759101430976,6.139806265782828,4.354423137626263,5.894047900883838
87,00:00:02.903,5.0418146306818175,5.326191603535354,4.133710148358586,5.665542140151516
88,00:00:02.936,5.537905092592593,6.188575205176767,4.45675505050505,5.968385022095959
89,00:00:02.970,5.95295401936027,6.298729482323233,4.840060763888889,6.720071811868687
90,00:00:03.003,6.041472669402357,6.768722380050505,4.850822679924242,6.5048729482323235
91,00:00:03.036,6.083142624158249,6.63961884469697,4.94631865530303,6.663490372474747
92,00:00:03.070,6.494489162457913,7.180220170454546,5.232352825126263,7.070894491792929
93,00:00:03.103,6.309833359638048,6.776081123737374,5.22268584280303,6.930733112373737
94,00:00:03.136,6.300389967382155,7.1213600852272725,5.068546796085859,6.711263020833333
95,00:00:03.170,7.0434751157407405,7.857382417929293,5.620600536616162,7.652442392676767
96,00:00:03.203,11.054141677188554,14.884854403409092,7.30728180239899,10.970288825757576
97,00:00:03.237,5.894587147516835,6.730725220959596,4.682321259469697,6.270714962121212
98,00:00:03.270,5.459954361321549,6.162513809974747,4.461677320075758,5.755671953914141
99,00:00:03.303,5.766256313131312,6.439522174873737,4.633404356060606,6.225842408459596
100,00:00:03.337,5.748231007996633,6.5614642518939394,4.485726404671717,6.197502367424242
101,00:00:03.370,5.18354114057239,5.861278803661616,3.9754083806818183,5.713936237373737
102,00:00:03.403,4.989155881734007,5.625838462752525,3.8263198390151514,5.515309343434343
103,00:00:03.437,4.351233691077441,4.5268209438131315,3.489336726641414,5.037543402777778
104,00:00:03.470,5.477295743897307,6.159860321969697,4.266108349116162,6.0059185606060606
105,00:00:03.504,5.30974129313973,5.573656486742424,4.44595367739899,5.909613715277778
106,00:00:03.537,6.492486716119529,7.121182528409091,5.465465198863637,6.890812421085859
107,00:00:03.570,6.899499552819865,7.546036537247475,5.817027698863637,7.335434422348484
108,00:00:03.604,11.913496948653199,15.806167140151516,8.361042061237374,11.573281644570708
109,00:00:03.637,7.2010436395202015,7.820351957070707,6.0119160353535355,7.770862926136363
110,00:00:03.670,6.9151475694444455,7.726089015151516,5.767795138888889,7.251558554292929
111,00:00:03.704,6.571703361742425,7.034751815025253,5.554786142676767,7.125572127525253
112,00:00:03.737,6.308998184974747,6.548009390782828,5.337131076388889,7.041854087752525
113,00:00:03.770,6.217513678451179,6.740194917929293,5.224096433080808,6.688249684343434
114,00:00:03.804,6.078006628787879,6.688249684343434,4.882181186868687,6.663589015151516
115,00:00:03.837,5.62201112689394,6.284840593434343,4.475763494318182,6.105429292929293
116,00:00:03.871,5.344121554082491,5.816958648989899,4.265851878156566,5.94955413510101
117,00:00:03.904,4.210076020622895,4.211963383838384,3.4988261521464645,4.919438525883838
118,00:00:03.937,3.687026515151515,4.0951803188131315,2.886846985479798,4.079052241161616
119,00:00:03.971,4.895481507786195,5.590001578282828,3.7266611426767677,5.36978180239899
120,00:00:04.004,9.727976378367003,12.918442234848484,6.484749842171717,9.780737058080808
121,00:00:04.037,5.0705262257996635,5.965968276515151,3.9817215119949494,5.263888888888889
122,00:00:04.071,6.093976878156565,6.593828914141414,5.055160984848484,6.632940735479798
123,00:00:04.104,5.603019123526937,6.354630287247475,4.650104561237374,5.804322522095959
124,00:00:04.137,6.071815156776094,6.47003235479798,5.2538963857323235,6.49151672979798
125,00:00:04.171,6.261396517255892,6.853959517045454,5.229600694444445,6.700629340277778
126,00:00:04.204,5.916676530934343,6.513020833333333,4.964084201388889,6.272924558080808
127,00:00:04.238,5.057449494949495,5.499654750631313,4.174666587752525,5.498027146464646
128,00:00:04.271,86.47850576073233,71.3330965909091,85.14403803661617,102.95838265467172
129,00:00:04.304,10.727746212121211,9.996833570075758,8.006372316919192,14.180032749368687
130,00:00:04.338,10.408906776094275,9.881401909722221,7.688900726010101,13.656417692550505
131,00:00:04.371,11.053908222853536,10.092457780934344,8.446456755050505,14.622810132575758
132,00:00:04.404,12.208767361111112,11.13018860479798,9.581449258207071,15.914664220328282
133,00:00:04.438,12.644777856691919,11.80811040088384,9.956616950757576,16.169606218434343
134,00:00:04.471,13.609453914141413,12.483211016414142,11.042761600378787,17.30238912563131
135,00:00:04.505,14.575843066077441,13.547230113636363,12.020853061868687,18.159446022727273
136,00:00:04.538,16.305174137205388,15.477302320075758,13.216254340277779,20.221965751262626
137,00:00:04.571,15.103712910353535,14.005395754419192,12.50189393939394,18.803849037247474
138,00:00:04.605,14.868512599957912,13.873776830808081,12.341145833333334,18.39061513573232
139,00:00:04.638,14.221936158459597,14.151377051767676,11.116013652146465,17.398417771464647
140,00:00:04.671,19.841642334806398,23.551905776515152,11.93744081439394,24.0355804135101
141,00:00:04.705,14.042048085016836,12.90744357638889,11.033864030934344,18.184836647727273
142,00:00:04.738,13.814732612584175,13.301580255681818,10.844124842171718,17.29849273989899
143,00:00:04.771,12.855659459175085,11.801461884469697,10.256747159090908,16.508769333964647
144,00:00:04.805,13.410041166877106,12.895221748737374,10.436109138257576,16.898792613636363
145,00:00:04.838,13.277547611531986,12.968237058080808,10.170030381944445,16.694375394570706
146,00:00:04.872,14.787398726851853,15.033587831439394,10.875355113636363,18.4532532354798
147,00:00:04.905,13.594864662247474,13.145892518939394,10.634578203914142,17.00412326388889
148,00:00:04.938,14.61817063867845,15.464251893939394,10.57742463699495,17.81283538510101
149,00:00:04.972,11.736301820286196,11.367148042929292,9.045444681186869,14.796312736742424
150,00:00:05.005,11.085085884890573,11.243982796717171,8.183278093434344,13.827996764520202
151,00:00:05.038,11.473060684974747,12.161704940025253,8.255563446969697,14.001913667929292
152,00:00:05.072,18.710138494318183,22.78257181186869,10.522875236742424,22.824968434343436
153,00:00:05.105,12.1784281618266,11.763089883207071,9.402432528409092,15.369762073863637
154,00:00:05.138,12.870695891203704,12.82101286300505,9.844706833964647,15.946367976641413
155,00:00:05.172,12.165976167929292,11.712121212121213,9.887872869318182,14.897934422348484
156,00:00:05.205,12.84213226010101,12.741191208964647,10.650104561237374,15.13510101010101
157,00:00:05.239,12.402205650252524,11.95346038510101,10.462801846590908,14.790354719065656
158,00:00:05.272,12.730830439814815,12.71652067550505,10.28521543560606,15.190755208333334
159,00:00:05.305,12.586532644149832,12.961992976641413,9.97634548611111,14.821259469696969
160,00:00:05.339,12.915624342382154,13.0146484375,10.379350142045455,15.35287444760101
161,00:00:05.372,13.061740451388888,12.676323784722221,11.079022648358587,15.429874921085858
162,00:00:05.405,14.114441945496631,14.128620186237374,11.878886521464647,16.33581912878788
163,00:00:05.439,13.991927740951178,13.702986900252526,12.187233664772727,16.085562657828284
164,00:00:05.472,19.867049400252526,22.674636994949495,13.975388652146465,22.951122553661616
165,00:00:05.506,15.926876183712123,14.838689630681818,14.19274779040404,18.749191130050505
166,00:00:05.539,15.854528356481481,14.485006313131313,14.328144728535353,18.75043402777778
167,00:00:05.572,15.171181213173403,13.751390861742424,13.7406585385101,18.02149423926768
168,00:00:05.606,14.245857007575758,13.15399108270202,12.70724826388889,16.876331676136363
169,00:00:05.639,13.473563762626263,12.695302635732324,11.43395872790404,16.291429924242426
170,00:00:05.672,13.354239004629628,12.048167219065656,11.784682765151516,16.229867029671716
171,00:00:05.706,13.405470722853536,12.555585148358587,11.508246527777779,16.152580492424242
172,00:00:05.739,13.064604377104379,11.719647648358587,11.484394728535353,15.989770754419192
173,00:00:05.772,13.608944260311446,12.628837200126263,11.61838107638889,16.57961450441919
174,00:00:05.806,13.505287247474747,12.35965119949495,11.870827414772727,16.285383128156564
175,00:00:05.839,13.956393360690237,13.051047585227273,12.1015625,16.716569996843436
176,00:00:05.873,19.449238478535353,21.1943359375,13.388543639520202,23.764835858585858
177,00:00:05.906,13.813542324284512,12.036527383207071,12.072798295454545,17.33130129419192
178,00:00:05.939,13.954160748106062,12.10476838699495,12.261945628156566,17.495768229166668
179,00:00:05.973,13.174485742845116,11.61648713699495,11.382990056818182,16.52398003472222
180,00:00:06.006,12.44681186868687,10.892834595959595,10.637044270833334,15.810556739267676
181,00:00:06.039,12.809333570075758,11.66607481060606,10.884025804924242,15.877900094696969
182,00:00:06.073,12.212098195496631,10.51638454861111,11.30245817550505,14.817451862373737
183,00:00:06.106,12.480649594907407,11.349727746212121,11.089498500631313,15.002722537878787
184,00:00:06.139,11.853028987794614,10.135791508838384,10.934096827651516,14.48919862689394
185,00:00:06.173,12.230212279040403,11.03689236111111,11.020409169823232,14.633335306186869
186,00:00:06.206,12.572561553030303,11.086046006944445,11.57541232638889,15.056226325757576
187,00:00:06.240,13.954170612373739,13.049982244318182,12.117808948863637,16.694720643939394
188,00:00:06.273,19.139516913930976,21.367986505681817,13.181107954545455,22.869456281565657
189,00:00:06.306,14.385025384048822,12.688289141414142,12.82745422979798,17.639332780934343
190,00:00:06.340,14.322298505892256,12.397608901515152,13.23822206439394,17.33106455176768
191,00:00:06.373,14.683455650252526,13.040936710858587,13.268751972853535,17.740678267045453
192,00:00:06.406,14.614540588173403,13.054371843434344,13.146474510732324,17.642775410353536
193,00:00:06.440,14.986084806397306,13.797220249368687,13.094677241161616,18.066356928661616
194,00:00:06.473,14.440054845328282,14.327720565025253,12.096798058712121,16.895645912247474
195,00:00:06.507,13.118871001683502,11.888770517676768,11.412099510732324,16.055742976641415
196,00:00:06.540,12.694102483164983,11.460947364267676,11.01025883838384,15.611101246843434
197,00:00:06.573,12.797920612373737,12.043087121212121,10.718661221590908,15.632013494318182
198,00:00:06.607,12.471630366161618,12.14096038510101,10.434915561868687,14.839015151515152
199,00:00:06.640,12.156979955808081,11.058712121212121,10.506421638257576,14.905806107954545
200,00:00:06.673,17.649792192760945,20.485647490530305,10.837456597222221,21.626272490530305
201,00:00:06.707,11.652735032617846,10.762507891414142,9.504261363636363,14.691435842803031
202,00:00:06.740,11.003468934132997,9.910195707070708,9.194730508207071,13.905480587121213
203,00:00:06.773,10.967365714436026,10.005632496843434,9.276041666666666,13.62042297979798
204,00:00:06.807,11.903399226641413,11.261679292929292,9.606257891414142,14.842260495580808
205,00:00:06.840,11.553622159090908,10.791893544823232,9.463452888257576,14.405520044191919
206,00:00:06.874,11.0740773621633,10.015190972222221,9.288924400252526,13.918116714015152
207,00:00:06.907,11.168958464856905,10.633710148358587,8.918422506313131,13.95474273989899
208,00:00:06.940,10.787888652146464,10.057824337121213,8.788934264520202,13.51690735479798
209,00:00:06.974,11.410241740319863,11.52511442550505,8.887705176767676,13.817905618686869
210,00:00:07.007,10.89423203388047,10.538154987373737,8.689739188762626,13.45480192550505
211,00:00:07.040,11.0009765625,11.31048768939394,8.4585602114899,13.23388178661616
212,00:00:07.074,17.14826651936027,20.131579466540405,10.108072916666666,21.205147174873737
213,00:00:07.107,11.443303477483164,10.879507970328282,9.080147174873737,14.370255287247474
214,00:00:07.140,10.443990688131313,10.352035984848484,8.306867503156566,12.67306857638889
215,00:00:07.174,10.370301320496631,10.011452414772727,8.299932922979798,12.799518623737374
216,00:00:07.207,10.760127314814815,10.84210266729798,8.537346117424242,12.900933159722221
217,00:00:07.241,10.695736663510099,10.536310369318182,8.606297348484848,12.944602272727273
218,00:00:07.274,10.513987531565656,10.61474116161616,8.380504261363637,12.546717171717171
219,00:00:07.307,9.63844170875421,9.611140703914142,7.752110953282828,11.552073469065656
220,00:00:07.341,10.160787563131313,10.260870422979798,7.9888040561868685,12.232688210227273
221,00:00:07.374,10.360640914351853,10.60775726010101,8.104304766414142,12.369860716540405
222,00:00:07.407,9.459658433291246,9.55889954229798,7.529829545454546,11.290246212121213
223,00:00:07.441,9.937315867003369,10.187529592803031,7.850714172979798,11.773703835227273
224,00:00:07.474,15.93238702125421,19.20560093118687,9.203411063762626,19.38814906881313
225,00:00:07.508,9.65709175084175,8.81423611111111,7.917159880050505,12.239879261363637
226,00:00:07.541,8.935944733796296,8.704732875631313,7.322808159722222,10.780293166035353
227,00:00:07.574,9.318803267045455,9.150538589015152,7.628245344065657,11.177625868055555
228,00:00:07.608,9.785478482744107,10.0365569760101,7.694187973484849,11.625690498737374
229,00:00:07.641,9.59848484848485,9.596058238636363,7.662425031565657,11.536971275252526
230,00:00:07.674,8.447157118055555,8.101187657828282,7.056167140151516,10.184116556186869
231,00:00:07.708,9.893936105850168,9.970111268939394,7.981682054924242,11.730014993686869
232,00:00:07.741,10.0958445128367,10.729097616792929,7.799045138888889,11.759390782828282
233,00:00:07.774,9.49734651199495,9.874368686868687,7.391019570707071,11.226651278409092
234,00:00:07.808,10.776163325968014,11.574100378787879,8.22003235479798,12.534357244318182
235,00:00:07.841,9.787254050925926,9.8994140625,7.901830808080808,11.560517282196969
236,00:00:07.875,17.10159866898148,21.352440419823232,9.58752564709596,20.364829940025253
237,00:00:07.908,10.877528540614477,10.87243529040404,8.698222458964647,13.061927872474747
238,00:00:07.941,11.448288220749157,11.708826546717171,9.400203203914142,13.23583491161616
239,00:00:07.975,11.330364188762628,11.422674005681818,9.452138573232324,13.116279987373737
240,00:00:08.008,12.602854719065656,13.512113320707071,10.103614267676768,14.192836568813131
241,00:00:08.041,12.113853377525253,12.432045059974747,10.282759232954545,13.626755839646465
242,00:00:08.075,13.357438315446126,13.845535432449495,11.469193892045455,14.757585621843434
243,00:00:08.108,13.868466566708754,14.603693181818182,11.745639993686869,15.256066524621213
244,00:00:08.141,13.61703953598485,13.760170059974747,11.975990372474747,15.11495817550505
245,00:00:08.175,13.437430950126263,13.122760811237374,12.209300031565656,14.980232007575758
246,00:00:08.208,14.36211069023569,14.644274779040405,12.9691741635101,15.472883128156566
247,00:00:08.242,14.642351246843432,15.076083096590908,13.107707938762626,15.743262705176768
248,00:00:08.275,22.06204624368687,27.525153882575758,14.2818023989899,24.379182449494948
249,00:00:08.308,13.181699810606062,12.578529434974747,11.946673768939394,15.01989622790404
250,00:00:08.342,15.147697679924242,15.712229719065656,12.891631155303031,16.83923216540404
251,00:00:08.375,13.04579321864478,13.218434343434344,11.5269195864899,14.3920257260101
252,00:00:08.408,13.568872316919192,14.170217803030303,11.68240017361111,14.85399897411616
253,00:00:08.442,13.807008890993266,15.424015546085858,11.501864346590908,14.495146780303031
254,00:00:08.475,12.891239872685185,13.724727746212121,10.729659880050505,14.219331991792929
255,00:00:08.509,12.236068365951178,13.086726641414142,10.198528251262626,13.422950205176768
256,00:00:08.542,11.013987531565656,11.140812421085858,9.511649700126263,12.389500473484848
257,00:00:08.575,10.83411918665825,11.224402225378787,9.22784485479798,12.05011047979798
258,00:00:08.609,11.895017887205386,13.078411063762626,9.670770202020202,12.935872395833334
259,00:00:08.642,11.137445417718856,12.212012705176768,8.933603614267676,12.266719933712121
260,00:00:08.675,18.02051438867845,23.509962910353536,11.037701231060606,19.51387902462121
261,00:00:08.709,11.387327046506734,11.092309816919192,10.245314472853535,12.824356849747474
262,00:00:08.742,11.116924452861953,10.947551688762626,10.086233428030303,12.316988241792929
263,00:00:08.775,10.103959517045453,9.8724944760101,9.06570588699495,11.373678188131313
264,00:00:08.809,10.951444786405723,10.937884706439394,9.913559422348484,12.002890230429292
265,00:00:08.842,10.975954203493265,10.474007654671718,10.320904356060606,12.132950599747474
266,00:00:08.876,11.60739885837542,11.280086016414142,10.515822285353535,13.026288273358587
267,00:00:08.909,11.449587015993266,11.325145991161616,10.367730034722221,12.65588502209596
268,00:00:08.942,10.871422558922559,10.527590356691919,10.01080137310606,12.075875946969697
269,00:00:08.976,10.732596143728955,10.636541193181818,9.630879103535353,11.930368134469697
270,00:00:09.009,10.974435106271043,11.032236426767676,9.598257970328282,12.292810921717171
271,00:00:09.042,10.493765782828282,10.238014914772727,9.393761837121213,11.849520596590908
272,00:00:09.076,18.043919007786197,22.428109217171716,11.758256392045455,19.945391414141415
273,00:00:09.109,11.288286510942761,11.154050268308081,10.017420296717171,12.693388967803031
274,00:00:09.142,11.684280960648147,11.570026436237374,10.416153724747474,13.066662720959595
275,00:00:09.176,11.135893439604379,11.329821654040405,9.809363162878787,12.26849550189394
276,00:00:09.209,10.748316498316498,11.282769097222221,9.19659485479798,11.765585542929292
277,00:00:09.243,11.036458333333334,12.083994239267676,9.060339725378787,11.965041035353535
278,00:00:09.276,10.69078808922559,11.18975891729798,8.990402067550505,11.892203282828282
279,00:00:09.309,10.715757838804715,11.45306581439394,8.928059895833334,11.766147806186869
280,00:00:09.343,11.048331623526934,12.220495975378787,9.017933238636363,11.906565656565656
281,00:00:09.376,10.75195970117845,11.921085858585858,8.646099668560606,11.68869357638889
282,00:00:09.409,11.15491503577441,12.187943892045455,8.981534090909092,12.295267124368687
283,00:00:09.443,10.190745344065656,10.595288825757576,8.481889204545455,11.49505800189394
284,00:00:09.476,17.769310948021886,22.839745107323232,10.553138809974747,19.91504892676768
285,00:00:09.510,10.216537115951178,10.166607481060606,8.616861979166666,11.866141887626263
286,00:00:09.543,10.100490582912457,10.321200284090908,8.423936631944445,11.55633483270202
287,00:00:09.576,10.118667140151516,10.443290325126263,8.617108585858587,11.295602509469697
288,00:00:09.610,10.266111637205386,10.973987926136363,8.482826309974747,11.34152067550505
289,00:00:09.643,10.7551655881734,11.295908301767676,8.965050899621213,12.004537563131313
290,00:00:09.676,9.924344355008419,10.526229087752526,8.18869357638889,11.05811040088384
291,00:00:09.710,9.885331176346801,10.562746606691919,8.140851878156566,10.952395044191919
292,00:00:09.743,10.227640993265993,11.142499210858587,8.254093671085858,11.286330097853535
293,00:00:09.776,10.208494449705386,10.839577414772727,8.338620580808081,11.447285353535353
294,00:00:09.810,11.618272569444443,12.897066366792929,9.135594223484848,12.822157118055555
295,00:00:09.843,11.308603614267676,11.554756549873737,9.507250236742424,12.863804056186869
296,00:00:09.877,18.539246632996633,23.32223603219697,11.953628077651516,20.341875789141415
297,00:00:09.910,11.587029145622898,11.282571811868687,10.155391808712121,13.323123816287879
298,00:00:09.943,11.257914430765993,10.498786695075758,10.169754182449495,13.105202414772727
299,00:00:09.977,12.158416850799663,12.281881313131313,10.633068970959595,13.560300268308081
300,00:00:10.010,12.282492897727273,11.851207386363637,11.040512547348484,13.955758759469697
301,00:00:10.043,13.521162142255891,13.986584595959595,11.565557922979798,15.011343907828282
302,00:00:10.077,13.476493450126263,13.035254892676768,12.025587910353535,15.368637547348484
303,00:00:10.110,12.45790259364478,11.817560369318182,11.390605271464647,14.165542140151516
304,00:00:10.143,13.283341224747474,13.11864741161616,11.985381155303031,14.745995107323232
305,00:00:10.177,14.151788062920877,14.162267203282829,12.415394176136363,15.877702809343434
306,00:00:10.210,13.445608428030303,12.455186631944445,12.527659406565656,15.353979245580808
307,00:00:10.244,12.232421875,10.768012152777779,11.544606218434344,14.384647253787879
308,00:00:10.277,19.848895859638045,23.13961884469697,14.222587200126263,22.18448153409091
309,00:00:10.310,12.667531434132997,11.9955413510101,11.496261442550505,14.510791508838384
310,00:00:10.344,12.612370449284512,11.862206044823232,11.457475142045455,14.517430160984848
311,00:00:10.377,11.81216461489899,11.452079387626263,10.633562184343434,13.350852272727273
312,00:00:10.410,11.001298795244105,10.015575678661616,10.226641414141413,12.761679292929292
313,00:00:10.444,11.893495501893938,11.989612926136363,10.159534801136363,13.531338778409092
314,00:00:10.477,11.68284735374579,11.223790640782829,9.98562776199495,13.839123658459595
315,00:00:10.511,11.164828624789562,10.578874684343434,9.871636284722221,13.043974905303031
316,00:00:10.544,11.71099010942761,11.764855587121213,9.879340277777779,13.48877446338384
317,00:00:10.577,10.780825836489901,9.836805555555555,9.5864898989899,12.919182054924242
318,00:00:10.611,11.05748237584175,11.128985164141413,9.202917850378787,12.84054411300505
319,00:00:10.644,11.09067234848485,10.749822443181818,9.56857638888889,12.95361821338384
320,00:00:10.677,17.70154671717172,20.453529434974747,11.899946732954545,20.751163983585858
321,00:00:10.711,11.806897095959597,10.647115688131313,10.330226089015152,14.443349510732324
322,00:00:10.744,11.557850641835017,10.350615530303031,10.278369633838384,14.044566761363637
323,00:00:10.777,11.178645175715488,10.089389993686869,9.940104166666666,13.506441366792929
324,00:00:10.811,11.85365043665825,10.530983664772727,10.620067866161616,14.409899779040405
325,00:00:10.844,12.666406907617846,12.495561079545455,10.807163431186869,14.696496212121213
326,00:00:10.878,13.067474878998317,12.287908380681818,11.393426452020202,15.521089804292929
327,00:00:10.911,12.518232454755895,11.906644570707071,10.921085858585858,14.726966934974747
328,00:00:10.944,12.893949258207071,12.135544902146465,11.202612058080808,15.34369081439394
329,00:00:10.978,12.205351036405723,11.745797821969697,10.63018860479798,14.240066682449495
